File	Left Context	Hit	Right Context
27903_tagged.txt	CC girls_NN2 are_VBR educated_VVN separately_RR it_	PPH1 will_VM be_	VBI beneficial_JJ for_IF students_
28054_tagged.txt	II this_DD1 kind_NN1 of_IO art_NN1 it_	PPH1 will_VM be_	VBI a_AT1 very_RG cold_
28069_tagged.txt	NN2 and_CC doctor_NN1 's_GE fees_NN2 ._. It_	PPH1 will_VM be_	VBI such_DA a_AT1 burden_
28103_tagged.txt	CC might_VM have_VHI dereism_NN1 now_RT ._. It_	PPH1 will_VM be_	VBI the_AT best_JJT way_
28188_tagged.txt	PPH1 to_II another_DD1 business_NN1 companies_NN2 ._. It_	PPH1 will_VM be_	VBI destroy_VV0 that_DD1 business_
28189_tagged.txt	NN1 and_CC the_AT unity_NN1 if_CS it_	PPH1 will_VM be_	VBI free_JJ for_IF opponents_
28189_tagged.txt	VV0 Clean_JJ Internet_NN1 which_DDQ means_VVZ it_	PPH1 will_VM be_	VBI free_JJ in_II responsibility_
28827_tagged.txt	NN1 the_AT girl_NN1 who_PNQS catches_VVZ it_	PPH1 will_VM be_	VBI the_AT next_MD bride_
28859_tagged.txt	NN1 is_VBZ transported_VVN to_II China_NP1 it_	PPH1 will_VM be_	VBI become_VVN@ useful_JJ products_
29052_tagged.txt	II the_AT situation_NN1 ._. He_PPHS1 thought_VVD it_	PPH1 will_VM be_	VBI okay_JJ ._. And_CC he_
29091_tagged.txt	PPH1 for_IF one_MC1 time_NNT1 and_CC it_	PPH1 will_VM be_	VBI the_AT last_MD time_
29106_tagged.txt	No_UH because_CS it_PPH1 it_	PPH1 will_VM be_	VBI locked_VVN 
29142_tagged.txt	NN1 the_AT girl_NN1 who_PNQS catches_VVZ it_	PPH1 will_VM be_	VBI the_AT next_MD bride_
29523_tagged.txt	AT sunset_NN1 every_AT1 afternoon_NNT1 but_CCB it_	PPH1 will_VM be_	VBI very_RG cold_JJ at_
29680_tagged.txt	VVD abnormal_JJ or_CC unusual_JJ because_CS it_	PPH1 will_VM be_	VBI harmful_JJ for_IF health_
29694_tagged.txt	NN1 in_II the_AT living_NN1 room_NN1 ._. It_	PPH1 will_VM be_	VBI a_AT1 long_JJ process_
29709_tagged.txt	JJ drinks_NN2 by_II any_DD means_NN it_	PPH1 will_VM be_	VBI less_RGR severe_JJ if_
29728_tagged.txt	should_VM be_VBI lower_JJR to_II 18_MC it_	PPH1 will_VM be_	VBI a_AT1 negative_JJ decision_
30125_tagged.txt	NN1 ._. Therefore_RR I_PPIS1 believe_VV0 that_CST it_	PPH1 will_VM be_	VBI interested_JJ for_IF kids_
30555_tagged.txt	NN2 ._. Therefore_RR I_PPIS1 believe_VV0 that_CST it_	PPH1 will_VM be_	VBI interested_JJ for_IF kids_
30584_tagged.txt	It_	PPH1 will_VM be_	VBI confine_NN1% for_IF who_
30660_tagged.txt	AT first_MD written_JJ@ language_NN1 because_CS it_	PPH1 will_VM be_	VBI a_AT1 challenge_NN1 for_
30865_tagged.txt	NN1 to_TO protect_VVI nature_NN1 and_CC it_	PPH1 will_VM be_	VBI solved_VVN in_II more_
31046_tagged.txt	NN1 you_PPY can_VM ask_VVI him_PPHO1 it_	PPH1 will_VM be_	VBI ok_JJ ._. If_CS he_
31050_tagged.txt	VM fish_VVI to_TO eat_VVI and_CC it_	PPH1 will_VM be_	VBI useful_JJ ._. Other_JJ thing_
31535_tagged.txt	the_AT United_NP1 States_NP1 ._. 5_MC ._. However_RRQV it_	PPH1 will_VM be_	VBI the_AT worst_JJT option_
31839_tagged.txt	NN1 of_IO trees_NN2 and_CC flowers_NN2 ._. It_	PPH1 will_VM be_	VBI a_AT1 happiness_NN1 apartment_
32289_tagged.txt	II time_NNT1 I_PPIS1 believe_VV0 that_CST it_	PPH1 will_VM be_	VBI possible_JJ ._. I_PPIS1 believe_
32397_tagged.txt	VVI the_AT material_NN1 from_II Internet_NN1 it_	PPH1 will_VM be_	VBI illegal_JJ ._. 
32537_tagged.txt	RRQ they_PPHS2 draw_VV0 a_AT1 graffiti_NN it_	PPH1 will_VM be_	VBI popular_JJ and_CC recognize_
32712_tagged.txt	II that_DD1 living_NN1 without_IW Internet_NP1 ?_? It_	PPH1 will_VM be_	VBI too_RG hard_JJ to_
32898_tagged.txt	VVI out_RP hunting_VVG@ to_TO survive_VVI ._. It_	PPH1 will_VM be_	VBI the_AT best_JJT trip_
32902_tagged.txt	VVI my_APPGE life_NN1 without_IW computer_NN1 it_	PPH1 will_VM be_	VBI harder_JJR more_RRR complicated_
32993_tagged.txt	MC )_) Hang_VV0 up_RP I_PPIS1 believe_VV0 it_	PPH1 will_VM be_	VBI better_RRR if_CS we_
33074_tagged.txt	II finish_NN1 that_CST I_PPIS1 know_VV0 it_	PPH1 will_VM be_	VBI kind_RR21% of_RR22 boring_
33264_tagged.txt	NN2 for_RR21 long_RR22 time_NNT1 so_CS@ it_	PPH1 will_VM be_	VBI tough_JJ ._. I_MC1@ hav_
33401_tagged.txt	AT day_NNT1 before_CS yesterday_RT ._. Although_CS it_	PPH1 will_VM be_	VBI colder_JJR and_CC colder_
33464_tagged.txt	VBZ twelve_MC pm_RA in_II Pittsburgh_NP1 it_	PPH1 will_VM be_	VBI seven_MC pm_RA in_
33470_tagged.txt	NN2 in_II the_AT future_NN1 and_CC it_	PPH1 will_VM be_	VBI one_MC1 of_IO the_
33526_tagged.txt	DD1 country_NN1 has_VHZ so_CS21 that_CS22 it_	PPH1 will_VM be_	VBI easy_JJ for_IF us_
33527_tagged.txt	DDQ does_VDZ they_PPHS2 mean_VVI ._. Now_RT it_	PPH1 will_VM be_	VBI easy_JJ for_IF me_
33855_tagged.txt	VV0% too_RG much_DA1 of_IO meat_NN1 it_	PPH1 will_VM be_	VBI bad_JJ to_II our_
33908_tagged.txt	AT day_NNT1 before_CS yesterday_RT ._. Although_CS it_	PPH1 will_VM be_	VBI colder_JJR and_CC colder_
34259_tagged.txt	NN use_VV0 the_AT internet_NN1 ._. Thus_RR it_	PPH1 will_VM be_	VBI very_RG easy_JJ to_
34260_tagged.txt	VVI on_II electricity_NN1 during_II summer_NNT1 ._. It_	PPH1 will_VM be_	VBI very_RG inconvenient_JJ if_
34359_tagged.txt	I_PPIS1 do_VD0 n't_XX think_VVI it_	PPH1 will_VM be_	VBI a_AT1 good_JJ idea_
34403_tagged.txt	JJ for_NN1 each_DD1 day_NNT1 otherwise_RR it_	PPH1 will_VM be_	VBI a_AT1 big_JJ waste_
34500_tagged.txt	RR ._. Close_VV0 the_AT fire_NN1 and_CC it_	PPH1 will_VM be_	VBI ready_JJ to_II eating_
34821_tagged.txt	NN2 in_II the_AT future_NN1 and_CC it_	PPH1 will_VM be_	VBI more_RGR necessary_JJ things_
35454_tagged.txt	NN1 in_II other_JJ country_NN1 and_CC it_	PPH1 will_VM be_	VBI an_AT1 exciting_JJ adventure_
35477_tagged.txt	IO the_AT torch_NN1 is_VBZ gold_NN1 ._. It_	PPH1 will_VM be_	VBI traveled_VVN@ through_II 1_MC1 019_
35668_tagged.txt	JJT homework_NN1 is_VBZ grammar_NN1 OSS_NN1 ._. It_	PPH1 will_VM be_	VBI spent_VVN more_DAR time_
35750_tagged.txt	RRQ you_PPY want_VV0 to_TO move_VVI it_	PPH1 will_VM be_	VBI clear_JJ and_CC easy_
35864_tagged.txt	VVI it_PPH1 in_II earlier_JJR stage_NN1 ._. It_	PPH1 will_VM be_	VBI vey_JJ@ difficult_JJ to_
35870_tagged.txt	PPHS2 are_VBR not_XX confident_JJ ._. Thus_RR it_	PPH1 will_VM be_	VBI another_DD1 sadness_NN1 when_
35870_tagged.txt	CS we_PPIS2 lose_VV0 our_APPGE health_NN1 it_	PPH1 will_VM be_	VBI absolutely_RR a_AT1 biggest_
35893_tagged.txt	NP1 and_CC U._NP1 S._NP1 Open_VV0@ it_	PPH1 will_VM be_	VBI more_RGR clear_JJ that_
35979_tagged.txt	PPHS2 were_VBDR not_XX confident_JJ ._. Thus_RR it_	PPH1 will_VM be_	VBI another_DD1 sadness_NN1 when_
35979_tagged.txt	VV0 people_NN unhealthy_JJ in_II physical_JJ ._. It_	PPH1 will_VM be_	VBI absolutely_RR a_AT1 biggest_
35980_tagged.txt	VVI it_PPH1 in_II earlier_JJR stages_NN2 ._. It_	PPH1 will_VM be_	VBI vey_JJ@ difficult_JJ to_
36485_tagged.txt	II conclusion_NN1 studying_VVG in_II Pittsburgh_NP1 it_	PPH1 will_VM be_	VBI the_AT best_JJT choice_
36651_tagged.txt	VM make_VVI a_AT1 garden_NN1 and_CC it_	PPH1 will_VM be_	VBI so_RG attractive_JJ ._. My_
36651_tagged.txt	JJ pleasant_JJ of_IO the_AT weather_NN1 ._. It_	PPH1 will_VM be_	VBI in_II a_AT1 very_
36701_tagged.txt	JJ is_VBZ good_JJ thing_NN1 and_CC it_	PPH1 will_VM be_	VBI valuable_JJ globally_RR ._. Alison_
2992_tagged.txt	VM be_VBI constricted_VVN to_II it_PPH1 there_	RL will_VM be_	VBI not_XX so_RG many_
17042_tagged.txt	MD for_IF many_DA2 students_NN2 studying_VVG abroad_	RL will_VM be_	VBI the_AT first_MD time_
26462_tagged.txt	AT death_NN1 penalty_NN1 is_VBZ abolished_VVN there_	RL will_VM be_	VBI more_RRR and_CC more_
26713_tagged.txt	AT death_NN1 penalty_NN1 is_VBZ abolished_VVN there_	RL will_VM be_	VBI more_RRR and_CC more_
27060_tagged.txt	AT process_NN1 which_DDQ provide_VV0 study_NN1 abroad_	RL will_VM be_	VBI very_RG complex_JJ process_
27185_tagged.txt	AT process_NN1 which_DDQ provides_VVZ study_NN1 abroad_	RL will_VM be_	VBI a_AT1 very_RG complex_
788_tagged.txt	Therefore_RR I_PPIS1 think_VV0 ANON_JJ NAME_NN1 0_	MC will_VM be_	VBI a_AT1 good_JJ guardian_
1358_tagged.txt	CS you_PPY vote_VV0 for_IF me_PPIO1 i_	MC1 will_VM be_	VBI your_APPGE sound_NN1 for_
1439_tagged.txt	PPIS1 become_VV0 ELI_JJ president_NN1 no_RR one_	MC1 will_VM be_	VBI a_AT1 loser_NN1 all_
2215_tagged.txt	purpose_NN1 or_CC situation_NN1 (_( ANON_JJ NAME_NN1 0_	MC will_VM be_	VBI a_AT1 suitable_JJ guardian_
8341_tagged.txt	the_AT ratio_NN1 in_II the_AT year_NNT1 2045_	MC will_VM be_	VBI the_AT same_DA ._. 
10501_tagged.txt	JJ profile_NN1 is_VBZ necessary_JJ ._. No_RR one_	MC1 will_VM be_	VBI interested_JJ in_II a_
12898_tagged.txt	in_II the_AT United_JJ Sates_NN2 until_II@ 2011_	MC will_VM be_	VBI paid_VVN by_II credit_
14145_tagged.txt	go_VVI to_TO pitt university_NN1 finally_RR i_	MC1 will_VM be_	VBI in_II the_AT university_
25002_tagged.txt	any_DD amazing_JJ thing_NN1 *_FU no_RR one_	MC1 will_VM be_	VBI deserve_VV0 any_DD rewarding_
26829_tagged.txt	the_AT New_NP1 York_NP1 Times_NNT2 ._. Exercise_VV0 5_	MC will_VM be_	VBI sent_VVN to_II your_
35849_tagged.txt	next_MD one_PN1 starting_VVG on_II June_NPM1 25_	MC will_VM be_	VBI Wimbledon_NP1 while_CS Nole_
8716_tagged.txt	VV0 the_AT details_NN2 I_PPIS1 thought_VVD today_	RT will_VM be_	VBI the_AT last_MD day_
17012_tagged.txt	JJ knowledge_NN1 but_CCB this_DD1 judgments_VVZ sometimes_	RT will_VM be_	VBI right_JJ and_CC sometimes_
17012_tagged.txt	RT will_VM be_VBI right_JJ and_CC sometimes_	RT will_VM be_	VBI wrong_JJ ._. By_II this_
17248_tagged.txt	JJ knowledge_NN1 but_CCB these_DD2 judgments_NN2 sometimes_	RT will_VM be_	VBI right_JJ and_CC sometimes_
17248_tagged.txt	RT will_VM be_VBI right_JJ and_CC sometimes_	RT will_VM be_	VBI wrong_JJ ._. By_II this_
28194_tagged.txt	VV0 we_PPIS2 never_RR know_VV0 what_DDQ tomorrow_	RT will_VM be_	VBI ._. Patients_NN2 who_PNQS are_
33152_tagged.txt	NNT1 ._. Moreover_RR they_PPHS2 know_VV0 that_CST tomorrow_	RT will_VM be_	VBI the_AT start_NN1 day_
243_tagged.txt	DA a_AT1 house_NN1 so_RR there_RL live_	VV0 will_VM be_	VBI stable_JJ and_CC secure_
696_tagged.txt	CS the_AT major_JJ that_CST they_PPHS2 like_	VV0 will_VM be_	VBI more_RGR interesting_JJ than_
1001_tagged.txt	PPY talk_VVI with_IW ?_? My_APPGE first_MD choose_	VV0 will_VM be_	VBI my_APPGE father_NN1 ._. The_
2423_tagged.txt	NNT2 without_IW sleeping_JJ because_CS maybe_RR heshe_	VV0 will_VM be_	VBI crazy_JJ ._. From_II this_
3922_tagged.txt	VBZ for_IF the_AT work_NN1 ._. Subsequently_RR believe_	VV0 will_VM be_	VBI effect_NN1 as_II a_
15182_tagged.txt	VBZ big_JJ different_JJ but_CCB the_AT vary_	VV0 will_VM be_	VBI continue_VV0 ._. Then_RT no_
15686_tagged.txt	was_VBDZ n't_XX cold_JJ ._. I_PPIS1 think_	VV0 will_VM be_	VBI raining_VVG as_RG@ soon_
19066_tagged.txt	VVI on_II everything_PN1 that_CST you_PPY know_	VV0 will_VM be_	VBI hard_JJ ._. And_CC letting_
20615_tagged.txt	VVI working_VVG on_II your_APPGE resume_NN1% ._. Resume_	VV0 will_VM be_	VBI your_APPGE next_MD step_
27262_tagged.txt	JJ animals_NN2 ._. The_AT animals_NN2 that_CST keep_	VV0 will_VM be_	VBI more_RGR better_JJR than_
28500_tagged.txt	IF these_DD2 reasons_NN2 I_PPIS1 think_VV0 ADD_	VV0 will_VM be_	VBI a_AT1 prevail_VV0 research_
29919_tagged.txt	TO suggest_VVI class_NN1 rules_NN2 ._. they_PPHS2 suggest_	VV0 will_VM be_	VBI similar_JJ to_II those_
30902_tagged.txt	JJ grades_NN2 ._. Because_CS the_AT students_NN2 mind_	VV0 will_VM be_	VBI clear_JJ rather_II21 than_
32507_tagged.txt	my_APPGE react_	VV0 will_VM be_	VBI the_AT same_DA to_
6868_tagged.txt	RG sure_JJ everybody_PN1 who_PNQS knows_VVZ me_	PPIO1 will_VM be_	VBI able_JK to_TO confirm_
8406_tagged.txt	VBI one_MC1 day_NNT1 some_DD of_IO us_	PPIO2 will_VM be_	VBI suffocated_VVN by_II someone_
10687_tagged.txt	AT inspiration_NN1 that_CST they_PPHS2 show_VV0 us_	PPIO2 will_VM be_	VBI continued_VVN I_PPIS1 hope_
16984_tagged.txt	APPGE best_JJT the_AT environment_NN1 surround_VV0 us_	PPIO2 will_VM be_	VBI better_JJR than_CSN now_
2292_tagged.txt	PPIS1 know_VV0 how_RRQ to_TO deal_VVI with_	IW will_VM be_	VBI the_AT best_JJT ._. 
8320_tagged.txt	people_NN who_PNQS are_VBR 60_MC and_CC older_	JJR will_VM be_	VBI the_AT same_DA in_
8337_tagged.txt	The_AT population_NN1 of_IO 14_MC and_CC younger_	JJR will_VM be_	VBI the_AT same_DA with_
11760_tagged.txt	NN1 to_II the_AT means_NN that_CST later_	JJR will_VM be_	VBI fundamental_JJ for_IF both_
15427_tagged.txt	AT friendship_NN1 which_DDQ is_VBZ even_RR older_	JJR will_VM be_	VBI far_RR away_RL 
14688_tagged.txt	CC insurance_NN1 companies_NN2 ._. The_AT bail_NN1 out_	RP will_VM be_	VBI able_JK to_TO get_
27737_tagged.txt	RR possess_VV0 these_DD2 qualities_NN2 or_CC not_	XX will_VM be_	VBI diligent_JJ to_TO consistently_
27894_tagged.txt	RR possess_VV0 these_DD2 qualities_NN2 or_CC not_	XX will_VM be_	VBI diligent_JJ to_TO consistently_
35992_tagged.txt	DD of_IO them_PPHO2 which_DDQ can_VM not_	XX will_VM be_	VBI extinct_JJ ._. 2_MC ._. From_II 
108_tagged.txt	CS you_PPY eat_VV0 at_II home_NN1 you_	PPY will_VM be_	VBI in_II a_AT1 good_
116_tagged.txt	PPIO1 you_PPY are_VBR different_JJ and_CC you_	PPY will_VM be_	VBI successful_JJ he_PPHS1 said_
660_tagged.txt	CS you_PPY follow_VV0 these_DD2 instructions_NN2 you_	PPY will_VM be_	VBI happy_JJ and_CC comfortable_
670_tagged.txt	AT price_NN1 is_VBZ reasonable_JJ ._. Therefore_RR you_	PPY will_VM be_	VBI sure_JJ to_TO choose_
780_tagged.txt	PPY choose_VV0 your_APPGE favorite_JJ major_JJ you_	PPY will_VM be_	VBI entertained_VVN in_II your_
780_tagged.txt	JJ which_DDQ you_PPY like_VV0 otherwise_RR you_	PPY will_VM be_	VBI unsuccessful_JJ if_CS you_
780_tagged.txt	AT1 major_JJ that_CST you_PPY like_VV0 you_	PPY will_VM be_	VBI able_JK to_TO devise_
780_tagged.txt	VM invent_VVI new_JJ things_NN2 ._. Also_RR you_	PPY will_VM be_	VBI more_RGR likely_JJ to_
780_tagged.txt	NN2 or_CC a_AT1 PhD_NN1 ._. Moreover_RR you_	PPY will_VM be_	VBI at_II the_AT peak_
780_tagged.txt	VV0 the_AT major_JJ you_PPY like_VV0 you_	PPY will_VM be_	VBI able_JK to_TO mange_
780_tagged.txt	NN1 in_II life_NN1 ._. In_RR21 addition_RR22 you_	PPY will_VM be_	VBI in_II the_AT flow_
905_tagged.txt	PPIS1 have_VH0 the_AT new_JJ oven_NN1 you_	PPY will_VM be_	VBI the_AT first_MD person_
999_tagged.txt	NN2 of_IO life_NN1 and_CC people_NN you_	PPY will_VM be_	VBI able_JK to_TO think_
999_tagged.txt	II22 the_AT box_NN1 ._. Which_DDQ means_VVZ you_	PPY will_VM be_	VBI able_JK to_TO spot_
999_tagged.txt	NN1 of_IO people_NN and_CC life_NN1 you_	PPY will_VM be_	VBI able_JK to_TO give_
1066_tagged.txt	PPIS1 have_VH0 the_AT new_JJ oven_NN1 you_	PPY will_VM be_	VBI the_AT first_MD person_
1108_tagged.txt	VV0 to_TO do_VDI 'self_PPX1 talk'_JJ ._. You_	PPY will_VM be_	VBI better_JJR ._. 
1155_tagged.txt	VVN on_II the_AT market_NN1 because_CS you_	PPY will_VM be_	VBI comfortable_JJ successful_JJ and_
1155_tagged.txt	PPY choose_VV0 your_APPGE favorite_JJ major_JJ you_	PPY will_VM be_	VBI entertained_VVN in_II your_
1155_tagged.txt	JJ which_DDQ you_PPY like_VV0 otherwise_RR you_	PPY will_VM be_	VBI unsuccessful_JJ if_CS you_
1155_tagged.txt	AT1 major_JJ that_CST you_PPY like_VV0 you_	PPY will_VM be_	VBI able_JK to_TO devise_
1155_tagged.txt	VM invent_VVI new_JJ things_NN2 ._. Also_RR you_	PPY will_VM be_	VBI more_RGR likely_JJ to_
1155_tagged.txt	GE or_CC a_AT1 PhD_NN1 ._. Moreover_RR you_	PPY will_VM be_	VBI at_II the_AT peak_
1155_tagged.txt	VV0 the_AT major_JJ you_PPY like_VV0 you_	PPY will_VM be_	VBI able_JK to_TO mange_
1155_tagged.txt	VVI your_APPGE work_NN1 faster_RRR because_CS you_	PPY will_VM be_	VBI professional_JJ in_II the_
1155_tagged.txt	NN1 in_II life_NN1 ._. In_RR21 addition_RR22 you_	PPY will_VM be_	VBI in_II the_AT flow_
1157_tagged.txt	JJ@ and_CC staring_VVG so_RR you_PPY you_	PPY will_VM be_	VBI scared_JJ ._. You_PPY can_
1358_tagged.txt	VBR satisfied_VVN@ with_IW my_APPGE plan_NN1 you_	PPY will_VM be_	VBI happy_JJ with_IW the_
1439_tagged.txt	VBI a_AT1 loser_NN1 all_DB of_IO you_	PPY will_VM be_	VBI happy_JJ and_CC satisfied_
1827_tagged.txt	CSN the_AT usual_JJ mall_NN1 and_CC you_	PPY will_VM be_	VBI much_RR hungrier_JJR ._. No_
2018_tagged.txt	CS you_PPY are_VBR not_XX optimistic_JJ you_	PPY will_VM be_	VBI worried_VVN@ the_AT most_
2310_tagged.txt	take_VV0 $1_NNU 000_MC 000_MC dollar_NNU1 ._. then_RT you_	PPY will_VM be_	VBI so_RG happy_JJ and_
2521_tagged.txt	RGR warm_JJ than_CSN earth_NN1 ._. And_CC you_	PPY will_VM be_	VBI choiced_VVN@ that_CST you_
2523_tagged.txt	NN1 ._. Come_VV0 with_IW us_PPIO2 and_CC you_	PPY will_VM be_	VBI so_RG happy_JJ ._. 
2533_tagged.txt	NN2% there_EX is_VBZ five_MC stars_NN2 ._. You_	PPY will_VM be_	VBI feeling_VVG as_CSA your_
2641_tagged.txt	CS you_PPY follow_VV0 my_APPGE advice_NN1 you_	PPY will_VM be_	VBI a_AT1 successful_JJ person_
2722_tagged.txt	PPY go_VV0 a_RR21 bit_RR22 further_VV0% you_	PPY will_VM be_	VBI in_II the_AT living_
2764_tagged.txt	APPGE advices_NN2 ._. I_PPIS1 promise_VV0 that_CST you_	PPY will_VM be_	VBI better_JJR ._. 
2782_tagged.txt	JJ entrance_NN1 of_IO the_AT house_NN1 you_	PPY will_VM be_	VBI on_II the_AT long_
2815_tagged.txt	VBZ For_REX21 example_REX22 The_AT name_NN1 you_	PPY will_VM be_	VBI given_VVN ._. such_II21 as_
2913_tagged.txt	PPY will_VM feel_VVI good_JJ and_CC you_	PPY will_VM be_	VBI happy_JJ all_DB your_
2990_tagged.txt	PPY have_VH0 a_AT1 good_JJ family_NN1 you_	PPY will_VM be_	VBI able_JK to_TO have_
2992_tagged.txt	AT budget_NN1 is_VBZ just_RR met_VVN you_	PPY will_VM be_	VBI constricted_VVN to_II it_
2999_tagged.txt	RR if_CS you_PPY review_VV0 everyday_JJ you_	PPY will_VM be_	VBI ready_JJ for_IF the_
3016_tagged.txt	JJ entrance_NN1 of_IO the_AT house_NN1 you_	PPY will_VM be_	VBI on_II a_AT1 long_
3043_tagged.txt	PPY go_VV0 a_RR21 bit_RR22 further_VV0% you_	PPY will_VM be_	VBI in_II the_AT living_
3377_tagged.txt	CS your_APPGE budget_NN1 is_VBZ limited_VVN you_	PPY will_VM be_	VBI restricted_VVN to_II it_
3418_tagged.txt	VV0 your_APPGE long_JJ term_NN1 goals_NN2 you_	PPY will_VM be_	VBI give_VV0 up_RP ._. You_
3595_tagged.txt	CS your_APPGE budget_NN1 is_VBZ limited_VVN you_	PPY will_VM be_	VBI restricted_VVN by_II it_
3612_tagged.txt	CSW@ your_APPGE circumstance_NN1 gets_VVZ better_VV0% you_	PPY WILL_VM be_	VBI able_JK to_TO find_
3622_tagged.txt	NNT1 ._. If_CS you_PPY review_VV0 everyday_JJ you_	PPY will_VM be_	VBI ready_JJ for_IF the_
3654_tagged.txt	PPY late_RR more_DAR than_CSN 10minutes_FO you_	PPY will_VM be_	VBI absent_JJ that_DD1 day_
3835_tagged.txt	IF half_DB an_AT1 hour_NNT1 then_RT you_	PPY will_VM be_	VBI stressed_VVN ._. Also_RR if_
3919_tagged.txt	II33 the_AT police_NN2 stop_VV0 you_PPY you_	PPY will_VM be_	VBI in_II trouble_NN1 if_
3919_tagged.txt	APPGE foods_NN2 and_CC interest_NN1 ._. Otherwise_RR you_	PPY will_VM be_	VBI isolated_VVN and_CC different_
3922_tagged.txt	AT1 member_NN1 of_IO them_PPHO2 ._. Otherwise_RR you_	PPY will_VM be_	VBI the_AT first_MD cause_
4027_tagged.txt	NN1 tonight_RT instead_II21 of_II22 studying_VVG you_	PPY will_VM be_	VBI not_XX able_JK to_
4031_tagged.txt	JJR or_CC worse_JJR just_RR different_JJ you_	PPY will_VM be_	VBI more_RGR willing_JJ to_
4107_tagged.txt	JJR than_CSN your_APPGE native_JJ culture_NN1 you_	PPY will_VM be_	VBI more_RGR willing_JJ to_
4113_tagged.txt	IF half_DB an_AT1 hour_NNT1 then_RT you_	PPY will_VM be_	VBI stressed_VVN ._. Also_RR if_
4663_tagged.txt	II hotel_NN1 and_CC transportation_NN1 ._. Finally_RR you_	PPY will_VM be_	VBI able_JK to_TO have_
4824_tagged.txt	CST if_CS you_PPY like_VV0 person_NN1 you_	PPY will_VM be_	VBI influenced_VVN by_II him_
5058_tagged.txt	AT day_NNT1 of_IO your_APPGE departure_NN1 you_	PPY will_VM be_	VBI nervous_JJ ._. Next_MD it_
5369_tagged.txt	Thesis_NN1 statement_NN1 You_	PPY will_VM be_	VBI a_AT1 successful_JJ time_
5551_tagged.txt	PPY a_AT1 few_DA2 useful_JJ tips_NN2 ._. You_	PPY will_VM be_	VBI a_AT1 successful_JJ time_
5551_tagged.txt	TO avoid_VVI the_AT same_DA mistake_NN1 ._. You_	PPY will_VM be_	VBI better_JJR and_CC better_
5584_tagged.txt	PPY manage_VV0 your_APPGE time_NNT1 wisely_RR you_	PPY will_VM be_	VBI far_RR away_II21 from_
5604_tagged.txt	XX have_VHI ._. Therefore_RR even_CS21 if_CS22 you_	PPY will_VM be_	VBI a_AT1 student_NN1 do_
5604_tagged.txt	NN1 and_CC enjoy_VV0 your_APPGE situation_NN1 ._. You_	PPY will_VM be_	VBI relaxed_VVN@ if_CS you_
5628_tagged.txt	PPHS2 cooperate_VVI ._. I_PPIS1 am_VBM sure_JJ you_	PPY will_VM be_	VBI surprise_NN1 ._. It_PPH1 is_
5717_tagged.txt	XX have_VHI ._. Therefore_RR even_CS21 if_CS22 you_	PPY will_VM be_	VBI a_AT1 student_NN1 do_
5717_tagged.txt	NN1 and_CC enjoy_VV0 your_APPGE situation_NN1 ._. You_	PPY will_VM be_	VBI relaxed_VVN@ if_CS you_
6111_tagged.txt	PPY reach_VV0 the_AT final_NN1 step_VV0 you_	PPY will_VM be_	VBI tired_JJ ._. But_CCB you_
6111_tagged.txt	PPY will_VM be_VBI tired_JJ ._. But_CCB you_	PPY will_VM be_	VBI able_JK to_TO get_
6290_tagged.txt	MC kinds_NN2 of_IO Time_NNT1 steps_VVZ@ you_	PPY will_VM be_	VBI able_JK to_TO reach_
6290_tagged.txt	XX blame_VVI yourself_PPX1 too_RG much_DA1 ._. You_	PPY will_VM be_	VBI given_VVN another_DD1 day_
6290_tagged.txt	TO avoid_VVI the_AT same_DA mistake_NN1 ._. You_	PPY will_VM be_	VBI better_JJR and_CC better_
6516_tagged.txt	NP1 in_II your_APPGE country_NN1 ._. Moreover_RR you_	PPY will_VM be_	VBI able_JK to_TO develop_
6570_tagged.txt	JJ or_CC different_JJ from_II others_NN2 you_	PPY will_VM be_	VBI forced_VVN out_II21 of_
6616_tagged.txt	MC steps_NN2 that_CST I_PPIS1 said_VVD you_	PPY will_VM be_	VBI fine_JJ ._. First_MD of_
6616_tagged.txt	CS you_PPY did_VDD these_DD2 things_NN2 you_	PPY will_VM be_	VBI fine_JJ in_II any_
6731_tagged.txt	NP1 in_II your_APPGE country_NN1 ._. Moreover_RR you_	PPY will_VM be_	VBI able_JK to_TO develop_
6842_tagged.txt	NP1 in_II your_APPGE country_NN1 ._. Moreover_RR you_	PPY will_VM be_	VBI able_JK to_TO develop_
6846_tagged.txt	MC steps_NN2 that_CST I_PPIS1 said_VVD you_	PPY will_VM be_	VBI fine_JJ ._. First_MD of_
6846_tagged.txt	CS you_PPY did_VDD these_DD2 things_NN2 you_	PPY will_VM be_	VBI fine_JJ in_II any_
6847_tagged.txt	MC steps_NN2 that_CST I_PPIS1 said_VVD you_	PPY will_VM be_	VBI fine_JJ ._. First_MD of_
6847_tagged.txt	CS you_PPY did_VDD these_DD2 things_NN2 you_	PPY will_VM be_	VBI fine_JJ in_II any_
7080_tagged.txt	If_CS you_	PPY will_VM be_	VBI late_JJ from_II the_
7612_tagged.txt	VVI what_DDQ to_TO do_VDI next_MD you_	PPY will_VM be_	VBI forced_VVN to_TO make_
7912_tagged.txt	AT PBT_NP1 on_II the_AT IBT_NN1 you_	PPY will_VM be_	VBI able_JK to_TO view_
8349_tagged.txt	courage_NN1 to_TO control_VVI yourself_PPX1 ._. Anyways you_	PPY will_VM be_	VBI fine_JJ if_CS you_
